Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Niger,NER,-40794845.6480554,-9080438.70044447,-728810957.135553,-1001030201.47154,-1057887435.19293,-839043544.727994,-618579130.749456,-734306061.019001,-495338338.194746,-261120239.273372,-309621924.015536,-427424869.508824,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nigeria,NGA,-587882970.628472,-1140167556.01589,-7030645512.49328,-5114533232.94189,-8024302188.36234,-5539784715.59048,-4335423789.24745,-3079534131.89583,-1628965267.75883,-3143695139.27481,-2216822241.9236,-616625626.880989,-1804175371.44045,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Rwanda,RWA,..,..,..,-250504802.92071,-119105385.81,-254963244.35,-257642420.17,-310954594.921093,-219881371.450842,-218543436.345627,-254424199.92,-283588520.872514,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sao Tome and Principe,STP,0,-3800000,-15349708.0226672,-50544775.6004341,-31855092.1205512,-22068739.4532264,-11252126.2197906,-22558431.0204045,-25269253.0202041,-22324985.9856618,-33886421.9546683,-21304357.0230776,-26674894.7758811,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Senegal,SEN,-66442671.9882347,-62443680.4911321,-243890291.267663,-264129982.85965,-291141432.594499,-220169629.742189,-278038134.406605,-375638413.402058,-377802064.408017,-248547256.819924,-505877698.327787,-795033244.560535,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Seychelles,SYC,-19114190.4192017,-13826134.8952393,-162916307.764109,-153643867.485,-135322126.574041,-425567659.972869,-125293914.769219,-185227665.931975,-192959276.437493,-119285029.929172,-188937738.491584,-317937094.541712,-243063082.535594,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sierra Leone,SLE,-32434698.8747353,-39000824.5205234,-110845502.468961,-238437429.326759,-950477688.972105,-722447242.911546,-429664580.136068,-375089628.512418,-252435829.433901,-137965732.548646,-198174760.501372,-217812918.996704,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Africa,ZAF,103696633.380641,-691652738.562767,-6313190334.478,-3854564952.41314,-4292687424.33412,-1727159492.43132,-1712645458.10489,1900417868.97786,3993788900.72149,2275171115.05217,5390643572.87582,-1542500842.23018,-1511019143.66233,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Sudan,SSD,..,..,..,..,..,..,..,-1035825.73,-1180000,5880000,40561000,-60140000,160890000,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sudan,SDN,0,-392200000,-1726298402.95145,-2063730997.66213,-1734376994.48388,-2311460739.75953,-1687884178.79722,-1251280889.37784,-1728373403.43067,-1063767535.33587,-1065298481.41868,-1135787164.04941,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tanzania,TZA,0,-463400858.7823,-952630000,-1813200000,-1229361018.44368,-1799646137.43448,-2087261309.71598,-1416088064.811,-1506024896.011,-864040000,-937700000,-1055991268.20234,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Togo,TGO,-18239596.9648189,-41575145.5276824,-11158565.5668216,-48688923.5371629,536858860.042366,298794841.058798,-204279159.423261,304949943.807464,90793247.4664581,303274601.811713,-121134497.082163,251178478.844444,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uganda,UGA,0,-160700000,-812720321.699576,-506658423.45964,-906140427.587276,-1159051459.72053,-1143207355.95257,-1031546242.99491,-737364516.27279,-625551461.637482,-802394708.347194,-1055026100.88925,-1265683635.65819,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zambia,ZMB,-202700000,-121700000,-425242000,-633900000.000001,-1109900000,-2433397000,-1690332000,-2483800000,-1724246017.62667,-486094167.875033,-1179567675.0405,-363115724.398514,148245626.875647,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zimbabwe,ZWE,12205847.8193433,..,-105000000,-122586666.666667,-344300000,-349850000,-373050000,-472800000,-399200000,-343013813.38,-247187738.788,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Angola,AGO,..,30520014540.0519,1149472788992.08,1731026190716.53,2927440616913.64,3165722382430.37,3115369450913.87,3097464364404.93,3570440897918.48,3856955661114.11,2642692411643.71,4218121505107.23,7029588595487.96,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Benin,BEN,168215026.548185,346159039562.987,693946188401.24,790317583738.681,790545154064.744,878108728897.561,1016481485111.08,1190033858951.8,1272234812000.13,1106271000766.33,993846444295.215,1184960539531.72,1232649188732.82,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Botswana,BWA,6343986119.38623,35110560085.8291,59270634844.7704,52550355790.4382,63609741833.3193,63682285604.092,71941166937.2219,83252584037.9164,91045485610.9611,82237607399.4689,80945520645.3431,80128056472.755,73712547295.6293,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Burkina Faso,BFA,62487810647.3554,138526407144.469,576852898095.861,675843566794.944,717355262634.669,773934550612.351,559062702173.287,452668480416.146,737107375121.178,1050690157535.2,1332670274951.1,1441168268169.45,1508092203124.05,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Burundi,BDI,9980933147.29,21198491597.2831,264042732598.714,254047883648.373,205011503652.09,197171566989.112,230520499337.785,180495382520.313,-68762409729.6852,-170769999431.602,-150523812463.452,-199572511305.439,-200234671775.7,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Cabo Verde,CPV,5012120494.583,6940541065.99672,27376018299.5524,28482460636.5237,19985549286.772,25375452025.7787,33540952991.6803,42616725600.0261,48463369397.4913,58018463047.4186,60227125475.4862,56396019044.5021,70782133485.9491,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Cameroon,CMR,-193812571125.03,-22147591742.5038,1780780099430.55,1849444113476.92,1629622959077.12,1541396701229.54,1552982122117.7,1669822740698.62,2112961218647.08,1451133444753.44,2003994058980.6,2071811741679.94,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Central African Republic,CAF,18942591555.2264,70942094925.4124,28663770770.5689,10568216907.3643,13326083668.9684,-11407549776.2234,8614037167.64449,51722584831.5424,42225321089.3958,54668939579.128,103680099799.034,79766705631.0859,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Chad,TCD,31853000000,23916992964.2971,238850818828.139,303110551771.273,456016221860.971,558057259035.282,537690435520.354,522689562072.759,88590967615.1355,-303710942011.876,-299354726146.678,-198538196231.932,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Comoros,COM,6844187008.28495,22812698804.1674,44114098817.3115,45974367712.5894,53860409683.168,62736827342.8303,56566741318.9565,57565696399.3139,79362688331.5308,68999877441.3488,76197590474.2899,80966212706.8151,82699380016.4212,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,"Congo, Dem. Rep.",COD,-2.69622603201738,-10880307633,-48762140806.0222,880888161444.726,849519075290.81,1403481791923.77,1455234517472.37,1572309001701.18,1328913634025.1,1131105667437.27,2514248924886.55,3439302076722.18,5002552366899.31,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,"Congo, Rep.",COG,-7761353704.13149,205933287427,1830930761356.96,2325303782775.88,3058686079383.49,3096263597539.05,3015377254008.16,2783546363417.69,1559911601438.04,471748630467.409,237134102437.347,271761947900.894,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Cote d'Ivoire,CIV,-509076983360.31,39101212260.2049,1111897007264.93,1345336769829.05,1688305955190.19,1522569532293.35,1454851169128.13,1697083358110.76,1802697719799.59,1701387456214.56,1786513559122.27,2014049980101.24,2501738324047.13,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Equatorial Guinea,GNQ,-8206573308.34562,16021001597.1945,1561541391694.98,1155807363988.78,1588327466306.63,2274277899243.93,2382217250386.12,1629074612862.55,854095402706.107,162716867563.92,74646758619.9658,98329092329.8228,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Eritrea,ERI,..,1018069692.19,4030641412.94332,5743764353.71052,7017057170.44675,8253390779.80728,8157710119.9,10372200322.7528,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Eswatini,SWZ,519105710.947109,1272683621.71566,7810827076.73613,5743846172.65395,4024347626.53263,6269429511.51034,7866020983.99414,7713813398.49366,8898367223.71624,8948137196.23603,7954259873.09701,7134599013.01411,6752420832.47145,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Ethiopia,ETH,-94236597.038,4849993325.07885,..,..,..,..,..,..,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Gabon,GAB,15216125005.789,164240578343,973962389250.429,896436287054.724,1046542094586.44,1097427729504.09,1420204496180.41,1307522898531.34,1119099211946.34,459617922484.37,521199184331.779,794395495988.744,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,"Gambia, The",GMB,-67862584.1265082,1252267926.53967,3024142752.39112,3570504665.0486,4308631860.99089,4553275632.48556,4049994305.53429,3534905202.22421,..,..,5278565850.3612,8289278048.6909,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Ghana,GHA,-26590824.924138,-58744030.5024684,3600147703.5966,5436288236.00813,7336119846.71773,6976474640.93832,5464122780.64108,8880090349.12875,11389374178.5151,15495654396.7409,20125885048.8751,13849818672.6051,21262295625.5981,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Guinea,GIN,..,107330674982.033,1169907670210.3,-200745346004.12,4871762201276.3,..,3912658635551.04,2187225080162,143932711598.339,1124667730613.1,2786441383000.56,4054044150593.72,6927689360536.93,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Guinea-Bissau,GNB,-624784615.384615,27647949007.7343,77861413409.5796,84715405984.3364,115626949009.414,70471986295.1522,94333924805.1601,152715436704.107,168397064614.732,201677092944.417,227144413420.336,232575213490.043,217638770836.985,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Kenya,KEN,-5491424684.63474,86833155310.9156,243449549456.039,269411981781.122,294295124459.818,328307104616.068,390135544226.759,483262225547.659,485484871764.346,487601019106.416,511179378180.265,711461042724.774,804884481029.742,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Lesotho,LSO,337009328.105781,3557941601.0836,10840451587.5453,10104264881.1284,9905592897.09788,10141054872.2173,12835481719.8644,13963580282.1552,16132772296.4248,13016926140.295,12618924865.2156,14317204595.3563,14422307468.5302,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Liberia,LBR,..,-691881867.976549,-657195323.934533,306658897.781844,342873898.49756,342492353.699876,339477454.039981,306107229.164958,310055922.889624,276940115.910438,104097257.950686,85930772.1805714,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Madagascar,MDG,-453573094469.262,339377756953.934,2133010297564.01,2514349815749.08,2801247034860.71,2674213871946.09,1884734117399.76,2128930674368.98,2659477115485.42,3644303078242.49,4425536059608.87,4926691907470.24,4641965314572.56,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Malawi,MWI,-48538589.00474,13408389384.2927,-2347769190.06509,20951189369.6836,3731503593.9004,32275312059.893,114303984472.427,240925135238.021,333032161550.706,354992451183.828,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Mali,MLI,21310183259.2301,183387217842.585,697604977031.087,712339028212.358,681452535812.991,689829756631.926,760172436016.599,623601908413.484,573781191134.261,243465020292.148,214336893228.974,310531544273.377,578463956788.512,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Mauritania,MRT,-1576963544.41312,..,-351570159.292591,928103698.46117,7129619212.44984,20387979824.1523,21709695169.3679,14636268773.7149,11872803544.4054,13119636441.6226,15501137042.0018,14974448009.0499,23653348436.071,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Mauritius,MUS,11874748250.096,33534603704.9515,336656340133.373,396025763800.68,370755103160.582,401320906520.417,396299856469.698,457823225135.579,529025552029.487,549150684214.802,566912854545.716,570676651695.01,647472048787.066,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Mozambique,MOZ,-922023000,4068078129.78745,63736543241.1733,79875334285.7607,72998950025.1242,94333494462.5547,99959744216.1765,104761251582.975,115297731090.834,154238019967.465,191521406927.094,195511154853.921,247372380732.65,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Namibia,NAM,341404000,2656406733.75241,24730505434.2302,19963065090.7692,23507604585.7003,20716951819.7038,23122747166.2433,19511895905.3124,29792084725.4809,26502055165.5171,31196976979.1554,38234408807.9025,36709676436.2278,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Niger,NER,22676070842.0121,-4863186905.14289,193984648220.305,289753747809.486,239051662871.747,417300478614.198,533233244688.491,704027831748.533,591316535992.849,569815245112.945,440514437688.208,321365901600.224,640865961638.762,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Nigeria,NGA,41316247750.6751,1164931110162.41,7287924931711.25,6195140940515.85,6643739390318.71,8715631856716.68,8262158068561.8,6744364483462.5,5324502075402.54,7852067564389.42,10977201244971.6,11838398281155.1,5803898046027.72,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Rwanda,RWA,406779351.32802,59120079005.3082,429573426492.94,506460779075.148,649418965266.896,522382049751.216,704723070579.215,641206409139.494,627194476732.017,725875545189.478,785893938697.386,1048213191493.25,1160057240462.66,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Sao Tome and Principe,STP,..,169482319653.289,1278630727.47472,1382696315.70524,1275719853.87614,1629579803.53595,1659150641.34195,2198522979.68911,2526747607.46277,2105608855.25772,1582104510.96161,1639671799.90296,1760142424.16136,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Senegal,SEN,-196889092744.425,101004706595.198,690796131148.272,814685487143.532,691069893786.866,704661872416.688,581100845602.811,837130270286.669,1118860058553.38,1165086567237.23,1310804193499.08,1819718616311.25,1972801945016.85,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Seychelles,SYC,82836938.72048,-456521953.081572,2750682014.08693,3488938986.48422,4262388434.88611,5071971504.31842,7081314372.3833,9476695639.63437,9187808494.44073,9602724091.49744,10521099696.9541,11717791606.9705,12417230696.7659,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Sierra Leone,SLE,-68457772747.3697,-250427566322.746,832406702408.416,839493348613.559,1270386340272.56,1628699662624.12,1882963548572.1,2395786238249.03,2354852161439.08,2439510948510.68,2169214377036.04,1940349183440.81,2144444161968.79,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,South Africa,ZAF,799484788.437884,10606671865.8091,333509852456.893,337781105675.219,504824100112.507,504104697396.744,641393220220.246,600238253012.225,785383096964.317,703620819072.607,698525930478.712,760011772578.385,841301122537.694,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,South Sudan,SSD,..,..,..,..,7521400704.64,3743592826.27173,2844653249.03289,1439621012.62869,-9676519378.10653,-51779319079.5448,-73817615635.2457,-82224830475.1169,-53101452204.6048,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Sudan,SDN,-12146700,-7211633699.49567,-1107339031.53,-201683891.59,-1605309797.23,-211860955.044001,-3657848224.165,-3644189464.1407,-17936920282.622,-27738621619.608,-31054860057.0231,-222529391128.708,-220616544397.929,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Tanzania,TZA,-131045597729.64,582600504772.763,4925888231017.03,6086777614465.92,6296383756119.96,6371302579133.07,6572435625484.82,6560848900419.62,8206590690292.1,8229458329706.41,11572441352986.3,10635064604447.9,12040855045961.5,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Togo,TGO,65791295396.8201,49483899493.5198,263578052661.783,287307608668.675,336664245466.942,342428464298.147,385383025806.854,306090299842.517,454736277017.239,528030738167.161,551455035856.592,559739264551.397,731253934537.032,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Uganda,UGA,..,1196641642673.81,5216105665541.95,6171301536991.46,6312456031542.48,8454450013852.78,8510002425066.89,8626526667839.76,10255504182982.1,12115566405955.4,13825526018791.3,13940239124282.8,14075663864695.4,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Zambia,ZMB,-51157500.642413,973206786.559538,4913220412.79597,6690048705.00189,9392873333.04854,12013703154.0075,11662824730.4422,15306410501.8964,29574728156.2603,21880682191.4193,21984911371.3532,24809871068.9552,24248490465.8872,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Zimbabwe,ZWE,-10784413.3832134,-212528312.018409,-94626947.0402418,-86042980.3979936,-239223921.229884,-374368802.319844,-728596556.985969,-691267507.341728,-643665276.209765,-556150301.489056,-1327513880.23235,-1877295186.82981,-40662354741.3978,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Angola,AGO,..,..,..,..,..,1000000000,..,..,1500000000,0,..,3500000000,2000000000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,554695000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Cameroon,CMR,..,..,..,..,..,..,0,0,750000000,-63438000,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,"Congo, Dem. Rep.",COD,-180000,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,"Congo, Rep.",COG,..,..,..,0,..,-4539000,-13617000,-18156000,-18156000,-22695000,-27234000,-27234000,-27234000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Cote d'Ivoire,CIV,-826000,-45632000,..,..,..,..,..,750000000,1000000000,136377000,1135786000,1927785000,403923000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Ethiopia,ETH,..,..,..,..,..,..,..,1000000000,..,..,..,0,0,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Gabon,GAB,..,..,..,-22500000,..,-4000000,843484000,..,500000000,..,-18129000,-14000000,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Ghana,GHA,..,..,..,..,..,..,1000000000,1253189000,1000000000,750000000,..,1297979000,3000000000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Guinea-Bissau,GNB,..,..,..,..,..,..,3154000,17472000,7755000,-481000,40638000,28197000,29482000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Kenya,KEN,..,..,..,..,..,..,..,2750000000,..,..,..,2000000000,1350000000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Mozambique,MOZ,..,..,..,..,..,..,850000000,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Nigeria,NGA,..,..,..,..,1000000000,..,1775000000,2850000000,800000000,667312000,5800000000,3943352000,350000000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Rwanda,RWA,..,..,..,..,..,..,400000000,..,..,..,..,0,20983000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Senegal,SEN,..,..,200000000,..,500000000,..,..,489440000,..,..,1100000000,2181255000,0,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,South Africa,ZAF,..,1171043000,1809127000,6495723000,15040182000,13698563000,2619825000,1690075000,-10294631000,5477354000,10043981000,-5927962000,6732308000,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Uganda,UGA,..,0,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Zambia,ZMB,..,..,..,..,..,750000000,..,1000000000,1250000000,0,0,0,0,..
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,Zimbabwe,ZWE,-30119000,0,0,0,0,0,0,0,0,0,0,..,0,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Angola,AGO,0,0,490109724.9,270507746.86,52192360.85,-472459502.649626,249715798.74246,970909344.222005,-446218016.889951,-16634132.7257066,9124489.70549423,-3652764551.60403,-1675904716.18983,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Benin,BEN,4621603.87854039,-3244120.13735836,-91897946.8029393,123479604.887719,207751481.186051,172278538.870557,152285720.352162,79167776.627987,168463006.296823,3337464.15782724,-235130669.017293,-421012.676315145,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Botswana,BWA,-1289999.50281269,39980642.3858968,330081701.221935,327113754.20423,257328320.064446,178895018.389272,1307702164.36184,598786082.188323,1092902851.79071,166064141.347295,731064935.555849,-525561341.696612,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Burkina Faso,BFA,..,..,39454092.0180601,208426022.437447,96573225.9283938,-32613442.9168232,-14005477.3600506,72847526.150312,400154463.802505,398922983.500349,-120119451.034551,-588901153.39521,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Burundi,BDI,0,0,..,..,..,..,..,-56350973.90982,..,..,..,..,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Cabo Verde,CPV,0,122834.356952975,-5616858.26975947,-5363751.34723721,0,19591400.4458243,27467080.0549105,20492410.8727161,35663250.0967635,42310820.7028716,55022184.9415569,48026913.0825355,2822878.27763532,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Cameroon,CMR,-55644360.4544917,1596292.96862985,98270564.0909008,-74398599.1967972,56948707.1905143,1502282.78885373,69815805.3473557,63729686.8239836,-704485383.867102,65127212.7356731,-20482572.2890153,34820625.819368,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Central African Republic,CAF,0,..,..,..,..,..,..,..,..,..,..,..,..,..
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,Chad,TCD,0,..,..,..,..,..,..,..,..,..,..,..,..,..
